id,village,village_trt,host,arm,trt,spillover_control,coaching_individual,coaching_group,no_asset,coach,group,village_variation,coach_variation,group_variation,sigma,y
46,v_1,1,1,1,1,0,1,0,0,c_2,g_2,-0.1409380280204364,-0.2744524531691033,0.21857965716322636,0.4276155086439064,1.0608046846175931
47,v_1,1,1,1,1,0,1,0,0,c_2,g_2,-0.1409380280204364,-0.2744524531691033,0.21857965716322636,0.3394889688413362,0.972678144815023
48,v_1,1,1,1,1,0,1,0,0,c_2,g_2,-0.1409380280204364,-0.2744524531691033,0.21857965716322636,-0.6468492091962562,-0.013660033222569479
49,v_1,1,1,1,1,0,1,0,0,c_2,g_2,-0.1409380280204364,-0.2744524531691033,0.21857965716322636,0.5329787581912964,1.166167934164983
50,v_1,1,1,1,1,0,1,0,0,c_2,g_2,-0.1409380280204364,-0.2744524531691033,0.21857965716322636,-0.907794225755632,-0.2746050497819452
51,v_1,1,1,1,1,0,1,0,0,c_3,g_3,-0.1409380280204364,-0.5043281026767118,-0.16559706074867972,0.11971640117952646,0.13885320973369858
52,v_1,1,1,1,1,0,1,0,0,c_3,g_3,-0.1409380280204364,-0.5043281026767118,-0.16559706074867972,-1.147162262420972,-1.1280254538668
53,v_1,1,1,1,1,0,1,0,0,c_3,g_3,-0.1409380280204364,-0.5043281026767118,-0.16559706074867972,-1.4183715459255253,-1.3992347373713532
54,v_1,1,1,1,1,0,1,0,0,c_3,g_3,-0.1409380280204364,-0.5043281026767118,-0.16559706074867972,0.30848420591708337,0.32762101447125547
55,v_1,1,1,1,1,0,1,0,0,c_3,g_3,-0.1409380280204364,-0.5043281026767118,-0.16559706074867972,-1.981199853705276,-1.9620630451511039
56,v_1,1,1,1,1,0,1,0,0,c_3,g_3,-0.1409380280204364,-0.5043281026767118,-0.16559706074867972,-0.909794631689335,-0.890657823135163
57,v_1,1,1,1,1,0,1,0,0,c_3,g_3,-0.1409380280204364,-0.5043281026767118,-0.16559706074867972,0.6568623158404325,0.6759991243946046
58,v_1,1,1,1,1,0,1,0,0,c_3,g_3,-0.1409380280204364,-0.5043281026767118,-0.16559706074867972,0.36262563303781825,0.38176244159199035
59,v_1,1,1,1,1,0,1,0,0,c_3,g_3,-0.1409380280204364,-0.5043281026767118,-0.16559706074867972,-0.04605391148300198,-0.02691710292882985
60,v_1,1,1,1,1,0,1,0,0,c_3,g_3,-0.1409380280204364,-0.5043281026767118,-0.16559706074867972,0.9916172139176186,1.0107540224717908
61,v_1,1,1,1,1,0,1,0,0,c_3,g_3,-0.1409380280204364,-0.5043281026767118,-0.16559706074867972,-0.08360528160507863,-0.0644684730509065
62,v_1,1,1,1,1,0,1,0,0,c_3,g_3,-0.1409380280204364,-0.5043281026767118,-0.16559706074867972,-0.7419089997941499,-0.7227721912399778
63,v_1,1,1,1,1,0,1,0,0,c_3,g_3,-0.1409380280204364,-0.5043281026767118,-0.16559706074867972,0.017840045191780868,0.036976853745953
64,v_1,1,1,1,1,0,1,0,0,c_3,g_3,-0.1409380280204364,-0.5043281026767118,-0.16559706074867972,-1.6655893400643584,-1.6464525315101863
65,v_1,1,1,1,1,0,1,0,0,c_3,g_3,-0.1409380280204364,-0.5043281026767118,-0.16559706074867972,0.602004038199134,0.621140846753306
66,v_1,1,1,1,1,0,1,0,0,c_3,g_3,-0.1409380280204364,-0.5043281026767118,-0.16559706074867972,0.3442021710458205,0.3633389795999926
67,v_1,1,1,1,1,0,1,0,0,c_3,g_3,-0.1409380280204364,-0.5043281026767118,-0.16559706074867972,-0.12039992618605293,-0.1012631176318808
68,v_1,1,1,1,1,0,1,0,0,c_3,g_3,-0.1409380280204364,-0.5043281026767118,-0.16559706074867972,-0.7891106445094866,-0.7699738359553145
69,v_1,1,1,1,1,0,1,0,0,c_3,g_3,-0.1409380280204364,-0.5043281026767118,-0.16559706074867972,0.6100572175247378,0.62919402607891
70,v_1,1,1,1,1,0,1,0,0,c_3,g_3,-0.1409380280204364,-0.5043281026767118,-0.16559706074867972,2.492465984519758,2.51160279307393
71,v_1,1,1,1,1,0,1,0,0,c_3,g_3,-0.1409380280204364,-0.5043281026767118,-0.16559706074867972,1.1419734626124938,1.1611102711666659
72,v_1,1,1,1,1,0,1,0,0,c_3,g_3,-0.1409380280204364,-0.5043281026767118,-0.16559706074867972,-0.9521464165018965,-0.9330096079477244
73,v_1,1,1,1,1,0,1,0,0,c_3,g_3,-0.1409380280204364,-0.5043281026767118,-0.16559706074867972,0.7028072673403597,0.7219440758945318
74,v_1,1,1,1,1,0,1,0,0,c_3,g_3,-0.1409380280204364,-0.5043281026767118,-0.16559706074867972,-1.1290018118454455,-1.1098650032912734
75,v_1,1,1,1,1,0,1,0,0,c_3,g_3,-0.1409380280204364,-0.5043281026767118,-0.16559706074867972,0.15163320977203698,0.1707700183262091
76,v_1,1,1,1,1,0,1,0,0,c_4,g_4,-0.1409380280204364,0.6016236793371701,0.5690510993269683,-0.16166886041916995,1.6980678902245323
77,v_1,1,1,1,1,0,1,0,0,c_4,g_4,-0.1409380280204364,0.6016236793371701,0.5690510993269683,1.227707432112833,3.087444182756535
78,v_1,1,1,1,1,0,1,0,0,c_4,g_4,-0.1409380280204364,0.6016236793371701,0.5690510993269683,1.2137479389141876,3.0734846895578896
79,v_1,1,1,1,1,0,1,0,0,c_4,g_4,-0.1409380280204364,0.6016236793371701,0.5690510993269683,-0.10888247518680767,1.7508542754568945
80,v_1,1,1,1,1,0,1,0,0,c_4,g_4,-0.1409380280204364,0.6016236793371701,0.5690510993269683,-0.5745864573934027,1.2851502932502994
81,v_1,1,1,1,1,0,1,0,0,c_4,g_4,-0.1409380280204364,0.6016236793371701,0.5690510993269683,-0.7527491373315102,1.1069876133121919
82,v_1,1,1,1,1,0,1,0,0,c_4,g_4,-0.1409380280204364,0.6016236793371701,0.5690510993269683,-0.40756701510374493,1.4521697355399572
83,v_1,1,1,1,1,0,1,0,0,c_4,g_4,-0.1409380280204364,0.6016236793371701,0.5690510993269683,1.0173262871493642,2.877063037793066
84,v_1,1,1,1,1,0,1,0,0,c_4,g_4,-0.1409380280204364,0.6016236793371701,0.5690510993269683,1.0349053949288491,2.8946421455725515
85,v_1,1,1,1,1,0,1,0,0,c_4,g_4,-0.1409380280204364,0.6016236793371701,0.5690510993269683,-1.9296463089095248,-0.06990955826582268
86,v_1,1,1,1,1,0,1,0,0,c_4,g_4,-0.1409380280204364,0.6016236793371701,0.5690510993269683,-0.9600319204342135,0.8997048302094887
87,v_1,1,1,1,1,0,1,0,0,c_4,g_4,-0.1409380280204364,0.6016236793371701,0.5690510993269683,0.7389159436015642,2.598652694245266
88,v_1,1,1,1,1,0,1,0,0,c_4,g_4,-0.1409380280204364,0.6016236793371701,0.5690510993269683,0.8448507268871995,2.7045874775309016
89,v_1,1,1,1,1,0,1,0,0,c_4,g_4,-0.1409380280204364,0.6016236793371701,0.5690510993269683,0.12649502720117248,1.9862317778448746
90,v_1,1,1,1,1,0,1,0,0,c_4,g_4,-0.1409380280204364,0.6016236793371701,0.5690510993269683,1.3489639950560834,3.208700745699786
91,v_1,1,1,1,1,0,1,0,0,c_4,g_4,-0.1409380280204364,0.6016236793371701,0.5690510993269683,-0.0028123866192485505,1.8569243640244535
92,v_1,1,1,1,1,0,1,0,0,c_4,g_4,-0.1409380280204364,0.6016236793371701,0.5690510993269683,-1.8208515019150648,0.0388852487286373
93,v_1,1,1,1,1,0,1,0,0,c_4,g_4,-0.1409380280204364,0.6016236793371701,0.5690510993269683,0.2830708722705805,2.1428076229142827
94,v_1,1,1,1,1,0,1,0,0,c_4,g_4,-0.1409380280204364,0.6016236793371701,0.5690510993269683,-0.4536627201100642,1.4060740305336379
95,v_1,1,1,1,1,0,1,0,0,c_4,g_4,-0.1409380280204364,0.6016236793371701,0.5690510993269683,0.6018941804092401,2.4616309310529423
96,v_1,1,1,1,1,0,1,0,0,c_4,g_4,-0.1409380280204364,0.6016236793371701,0.5690510993269683,-0.40518900348895776,1.4545477471547443
97,v_1,1,1,1,1,0,1,0,0,c_4,g_4,-0.1409380280204364,0.6016236793371701,0.5690510993269683,-1.3938044457801047,0.4659323048635975
98,v_1,1,1,1,1,0,1,0,0,c_4,g_4,-0.1409380280204364,0.6016236793371701,0.5690510993269683,-0.7351999289566526,1.1245368216870495
99,v_1,1,1,1,1,0,1,0,0,c_4,g_4,-0.1409380280204364,0.6016236793371701,0.5690510993269683,-0.03390531740976728,1.825831433233935
100,v_1,1,1,1,1,0,1,0,0,c_4,g_4,-0.1409380280204364,0.6016236793371701,0.5690510993269683,-0.22670942084855417,1.6330273297951479
101,v_1,1,1,1,1,0,1,0,0,c_5,g_5,-0.1409380280204364,-0.2791870859291015,0.13061228397550054,-0.11533531321725266,0.42515185680871004
102,v_1,1,1,1,1,0,1,0,0,c_5,g_5,-0.1409380280204364,-0.2791870859291015,0.13061228397550054,0.23600317935860507,0.7764903493845677
103,v_1,1,1,1,1,0,1,0,0,c_5,g_5,-0.1409380280204364,-0.2791870859291015,0.13061228397550054,-0.8631899686874859,-0.3227027986615232
104,v_1,1,1,1,1,0,1,0,0,c_5,g_5,-0.1409380280204364,-0.2791870859291015,0.13061228397550054,-0.5490991092621784,-0.008611939236215727
105,v_1,1,1,1,1,0,1,0,0,c_5,g_5,-0.1409380280204364,-0.2791870859291015,0.13061228397550054,0.9529155474923329,1.4934027175182956
106,v_1,1,1,1,1,0,1,0,0,c_5,g_5,-0.1409380280204364,-0.2791870859291015,0.13061228397550054,-0.41507220176721255,0.12541496825875015
107,v_1,1,1,1,1,0,1,0,0,c_5,g_5,-0.1409380280204364,-0.2791870859291015,0.13061228397550054,0.3948575386864914,0.9353447087124541
108,v_1,1,1,1,1,0,1,0,0,c_5,g_5,-0.1409380280204364,-0.2791870859291015,0.13061228397550054,0.8835108715450808,1.4239980415710436
109,v_1,1,1,1,1,0,1,0,0,c_5,g_5,-0.1409380280204364,-0.2791870859291015,0.13061228397550054,-0.8186777290702468,-0.27819055904428414
110,v_1,1,1,1,1,0,1,0,0,c_5,g_5,-0.1409380280204364,-0.2791870859291015,0.13061228397550054,-0.5867865366424234,-0.046299366616460724
111,v_1,1,1,1,1,0,1,0,0,c_5,g_5,-0.1409380280204364,-0.2791870859291015,0.13061228397550054,1.258533215443864,1.7990203854698268
112,v_1,1,1,1,1,0,1,0,0,c_5,g_5,-0.1409380280204364,-0.2791870859291015,0.13061228397550054,-0.2236475260855523,0.3168396439404104
113,v_1,1,1,1,1,0,1,0,0,c_5,g_5,-0.1409380280204364,-0.2791870859291015,0.13061228397550054,-1.6019131644238385,-1.0614259943978759
114,v_1,1,1,1,1,0,1,0,0,c_5,g_5,-0.1409380280204364,-0.2791870859291015,0.13061228397550054,-0.32722331539958677,0.21326385462637593
115,v_1,1,1,1,1,0,1,0,0,c_5,g_5,-0.1409380280204364,-0.2791870859291015,0.13061228397550054,0.5733262395797658,1.1138134096057284
116,v_1,1,1,1,1,0,1,0,0,c_5,g_5,-0.1409380280204364,-0.2791870859291015,0.13061228397550054,0.5678319084819953,1.108319078507958
117,v_1,1,1,1,1,0,1,0,0,c_5,g_5,-0.1409380280204364,-0.2791870859291015,0.13061228397550054,0.4636536379855203,1.004140808011483
118,v_1,1,1,1,1,0,1,0,0,c_5,g_5,-0.1409380280204364,-0.2791870859291015,0.13061228397550054,-0.722542210231169,-0.18205504020520635
119,v_1,1,1,1,1,0,1,0,0,c_5,g_5,-0.1409380280204364,-0.2791870859291015,0.13061228397550054,1.7464124386655857,2.2868996086915483
120,v_1,1,1,1,1,0,1,0,0,c_5,g_5,-0.1409380280204364,-0.2791870859291015,0.13061228397550054,1.2363948023975049,1.7768819724234675
121,v_1,1,1,1,1,0,1,0,0,c_5,g_5,-0.1409380280204364,-0.2791870859291015,0.13061228397550054,0.6554748130877716,1.1959619831137343
122,v_1,1,1,1,1,0,1,0,0,c_5,g_5,-0.1409380280204364,-0.2791870859291015,0.13061228397550054,0.9175131194887167,1.4580002895146795
123,v_1,1,1,1,1,0,1,0,0,c_5,g_5,-0.1409380280204364,-0.2791870859291015,0.13061228397550054,1.1056926257554474,1.6461797957814102
124,v_1,1,1,1,1,0,1,0,0,c_5,g_5,-0.1409380280204364,-0.2791870859291015,0.13061228397550054,2.490705339809572,3.031192509835535
125,v_1,1,1,1,1,0,1,0,0,c_5,g_5,-0.1409380280204364,-0.2791870859291015,0.13061228397550054,0.9238307293069543,1.464317899332917
126,v_1,1,1,1,1,0,1,0,0,c_6,g_6,-0.1409380280204364,-0.3445385404078842,0.07769666131062214,0.48295697369063917,0.9051770665729408
127,v_1,1,1,1,1,0,1,0,0,c_6,g_6,-0.1409380280204364,-0.3445385404078842,0.07769666131062214,-1.6828709238726607,-1.260650830990359
128,v_1,1,1,1,1,0,1,0,0,c_6,g_6,-0.1409380280204364,-0.3445385404078842,0.07769666131062214,1.192845200007346,1.6150652928896476
129,v_1,1,1,1,1,0,1,0,0,c_6,g_6,-0.1409380280204364,-0.3445385404078842,0.07769666131062214,1.2258015616822804,1.648021654564582
130,v_1,1,1,1,1,0,1,0,0,c_6,g_6,-0.1409380280204364,-0.3445385404078842,0.07769666131062214,-0.31593646195967373,0.10628363092262788
131,v_1,1,1,1,1,0,1,0,0,c_6,g_6,-0.1409380280204364,-0.3445385404078842,0.07769666131062214,0.22355272644737129,0.6457728193296729
132,v_1,1,1,1,1,0,1,0,0,c_6,g_6,-0.1409380280204364,-0.3445385404078842,0.07769666131062214,-0.47970349367713927,-0.05748340079483766
133,v_1,1,1,1,1,0,1,0,0,c_6,g_6,-0.1409380280204364,-0.3445385404078842,0.07769666131062214,-0.17661557828337301,0.2456045145989286
134,v_1,1,1,1,1,0,1,0,0,c_6,g_6,-0.1409380280204364,-0.3445385404078842,0.07769666131062214,-0.4161416885861689,0.006078404296132711
135,v_1,1,1,1,1,0,1,0,0,c_6,g_6,-0.1409380280204364,-0.3445385404078842,0.07769666131062214,2.026888522103676,2.4491086149859775
136,v_1,1,1,1,1,0,1,0,0,c_6,g_6,-0.1409380280204364,-0.3445385404078842,0.07769666131062214,1.116196478838631,1.5384165717209326
137,v_1,1,1,1,1,0,1,0,0,c_6,g_6,-0.1409380280204364,-0.3445385404078842,0.07769666131062214,1.8341664114839906,2.2563865043662923
138,v_1,1,1,1,1,0,1,0,0,c_6,g_6,-0.1409380280204364,-0.3445385404078842,0.07769666131062214,0.28041653435164704,0.7026366272339486
139,v_1,1,1,1,1,0,1,0,0,c_6,g_6,-0.1409380280204364,-0.3445385404078842,0.07769666131062214,-1.1062567237344272,-0.6840366308521255
140,v_1,1,1,1,1,0,1,0,0,c_6,g_6,-0.1409380280204364,-0.3445385404078842,0.07769666131062214,0.36602923369185475,0.7882493265741564
141,v_1,1,1,1,1,0,1,0,0,c_6,g_6,-0.1409380280204364,-0.3445385404078842,0.07769666131062214,0.6336885700557113,1.055908662938013
142,v_1,1,1,1,1,0,1,0,0,c_6,g_6,-0.1409380280204364,-0.3445385404078842,0.07769666131062214,0.2437522959622065,0.6659723888445082
143,v_1,1,1,1,1,0,1,0,0,c_6,g_6,-0.1409380280204364,-0.3445385404078842,0.07769666131062214,0.06704283022356636,0.48926292310586794
144,v_1,1,1,1,1,0,1,0,0,c_6,g_6,-0.1409380280204364,-0.3445385404078842,0.07769666131062214,-0.16079703609323984,0.26142305678906175
145,v_1,1,1,1,1,0,1,0,0,c_6,g_6,-0.1409380280204364,-0.3445385404078842,0.07769666131062214,-1.518651423602722,-1.0964313307204203
146,v_1,1,1,1,1,0,1,0,0,c_6,g_6,-0.1409380280204364,-0.3445385404078842,0.07769666131062214,-0.42524067174172764,-0.0030205788594260263
147,v_1,1,1,1,1,0,1,0,0,c_6,g_6,-0.1409380280204364,-0.3445385404078842,0.07769666131062214,0.8046257437326532,1.2268458366149548
148,v_1,1,1,1,1,0,1,0,0,c_6,g_6,-0.1409380280204364,-0.3445385404078842,0.07769666131062214,0.07744789162557071,0.4996679845078723
149,v_1,1,1,1,1,0,1,0,0,c_6,g_6,-0.1409380280204364,-0.3445385404078842,0.07769666131062214,-0.09473322950891473,0.3274868633733869
150,v_1,1,1,1,1,0,1,0,0,c_6,g_6,-0.1409380280204364,-0.3445385404078842,0.07769666131062214,-0.10348179163910921,0.3187383012431924
1351,v_10,1,1,2,1,0,0,1,0,c_47,g_55,0.10208134976258317,0.0765312456547297,-0.03247750619925235,0.14269196376617294,1.1188270529842337
1352,v_10,1,1,2,1,0,0,1,0,c_47,g_55,0.10208134976258317,0.0765312456547297,-0.03247750619925235,-0.12688673860904628,0.8492483506090144
1353,v_10,1,1,2,1,0,0,1,0,c_47,g_55,0.10208134976258317,0.0765312456547297,-0.03247750619925235,0.4555936977916429,1.4317287870097035
1354,v_10,1,1,2,1,0,0,1,0,c_47,g_55,0.10208134976258317,0.0765312456547297,-0.03247750619925235,1.7093526881698284,2.6854877773878894
1355,v_10,1,1,2,1,0,0,1,0,c_47,g_55,0.10208134976258317,0.0765312456547297,-0.03247750619925235,0.5699263999777372,1.546061489195798
1356,v_10,1,1,2,1,0,0,1,0,c_47,g_55,0.10208134976258317,0.0765312456547297,-0.03247750619925235,0.2790992227618471,1.2552343119799079
1357,v_10,1,1,2,1,0,0,1,0,c_47,g_55,0.10208134976258317,0.0765312456547297,-0.03247750619925235,-0.13403146853480213,0.8421036206832586
1358,v_10,1,1,2,1,0,0,1,0,c_47,g_55,0.10208134976258317,0.0765312456547297,-0.03247750619925235,0.7778046292165441,1.7539397184346048
1359,v_10,1,1,2,1,0,0,1,0,c_47,g_55,0.10208134976258317,0.0765312456547297,-0.03247750619925235,-0.4830879954248694,0.4930470937931913
1360,v_10,1,1,2,1,0,0,1,0,c_47,g_55,0.10208134976258317,0.0765312456547297,-0.03247750619925235,-1.7123325776200558,-0.7361974884019951
1361,v_10,1,1,2,1,0,0,1,0,c_47,g_55,0.10208134976258317,0.0765312456547297,-0.03247750619925235,-0.7827794966917058,0.19335559252635492
1362,v_10,1,1,2,1,0,0,1,0,c_47,g_55,0.10208134976258317,0.0765312456547297,-0.03247750619925235,-0.9690624236818488,0.007072665536211886
1363,v_10,1,1,2,1,0,0,1,0,c_47,g_55,0.10208134976258317,0.0765312456547297,-0.03247750619925235,-1.2984242840312124,-0.32228919481315166
1364,v_10,1,1,2,1,0,0,1,0,c_47,g_55,0.10208134976258317,0.0765312456547297,-0.03247750619925235,-1.2628364355618455,-0.28670134634378486
1365,v_10,1,1,2,1,0,0,1,0,c_47,g_55,0.10208134976258317,0.0765312456547297,-0.03247750619925235,-0.9538730851898078,0.022262004028252846
1366,v_10,1,1,2,1,0,0,1,0,c_47,g_55,0.10208134976258317,0.0765312456547297,-0.03247750619925235,-0.2008196251342673,0.7753154640837934
1367,v_10,1,1,2,1,0,0,1,0,c_47,g_55,0.10208134976258317,0.0765312456547297,-0.03247750619925235,-1.0197997641370455,-0.04366467491898485
1368,v_10,1,1,2,1,0,0,1,0,c_47,g_55,0.10208134976258317,0.0765312456547297,-0.03247750619925235,-1.441242673415066,-0.4651075841970054
1369,v_10,1,1,2,1,0,0,1,0,c_47,g_55,0.10208134976258317,0.0765312456547297,-0.03247750619925235,0.4045937126285823,1.380728801846643
1370,v_10,1,1,2,1,0,0,1,0,c_47,g_55,0.10208134976258317,0.0765312456547297,-0.03247750619925235,-0.49500707602945326,0.48112801318860743
1371,v_10,1,1,2,1,0,0,1,0,c_47,g_55,0.10208134976258317,0.0765312456547297,-0.03247750619925235,-0.4402017885989141,0.5359333006191466
1372,v_10,1,1,2,1,0,0,1,0,c_47,g_55,0.10208134976258317,0.0765312456547297,-0.03247750619925235,0.6175142057576908,1.5936492949757515
1373,v_10,1,1,2,1,0,0,1,0,c_47,g_55,0.10208134976258317,0.0765312456547297,-0.03247750619925235,0.6014216719185421,1.5775567611366028
1374,v_10,1,1,2,1,0,0,1,0,c_47,g_55,0.10208134976258317,0.0765312456547297,-0.03247750619925235,0.5623006569013179,1.5384357461193785
1375,v_10,1,1,2,1,0,0,1,0,c_47,g_55,0.10208134976258317,0.0765312456547297,-0.03247750619925235,0.5375683062346408,1.5137033954527015
1376,v_10,1,1,2,1,0,0,1,0,c_47,g_56,0.10208134976258317,0.0765312456547297,-0.8452570610899619,-1.7134333827701766,-1.5500778484428255
1377,v_10,1,1,2,1,0,0,1,0,c_47,g_56,0.10208134976258317,0.0765312456547297,-0.8452570610899619,-0.46972177310327373,-0.30636623877592256
1378,v_10,1,1,2,1,0,0,1,0,c_47,g_56,0.10208134976258317,0.0765312456547297,-0.8452570610899619,0.5112728418478073,0.6746283761751585
